"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
502017,Cheyur,Chengalpattu-M.G.R,9654,2767,2021,4.8,4814,4840,995,1466,733,733,1000,5122,53.1,2560,2562,999,50,0.5,29,21,1381,5177,63.2,3016,2161,1396,3453,35.8,2424,1029,2356,27,0.3,0,27,0,6174,64,2390,3784,632,2722,78.8,1839,883,2083,131,3.8,122,9,13556,600,17.4,463,137,3380,466,13.5,384,82,4683,2248,65.1,1448,800,1810,8,0.2,7,1,7000,0,0,0,0,0,26,0.8,21,5,4200,78,0.8,77,1,77000,27,0.8,24,3,8000,166,4.8,161,5,32200,47,1.4,46,1,46000,387,11.2,256,131,1954
502016,Madurantakam,Chengalpattu-M.G.R,26947,15531,5225,5.2,13693,13254,1033,4021,2032,1989,1022,3622,13.4,1810,1812,999,249,0.9,121,128,945,15562,67.9,9190,6372,1442,8851,32.8,7051,1800,3917,114,0.4,8,106,75,17982,66.7,6634,11348,585,4032,45.6,2762,1270,2175,1160,13.1,1094,66,16576,3659,41.3,3195,464,6886,1250,14.1,1033,217,4760,2746,31,1695,1051,1613,36,0.4,34,2,17000,0,0,0,0,0,85,1,65,20,3250,775,2.9,742,33,22485,300,3.4,287,13,22077,1418,16,1347,71,18972,506,5.7,500,6,83333,1735,19.6,1348,387,3483
502018,Arani,Chengalpattu-M.G.R,11422,15108,2440,4.7,5715,5707,1001,1509,765,744,1028,1933,16.9,943,990,953,278,2.4,141,137,1029,6156,62.1,3728,2428,1535,3889,34,3102,787,3942,54,0.5,3,51,59,7479,65.5,2610,4869,536,1401,36,942,459,2052,1390,35.7,1204,186,6473,1098,28.2,956,142,6732,511,13.1,337,174,1937,880,22.6,596,284,2099,10,0.3,9,1,9000,0,0,0,0,0,741,19.1,622,119,5227,603,5.3,538,65,8277,46,1.2,44,2,22000,488,12.5,452,36,12556,126,3.2,126,0,0,484,12.4,378,106,3566
502004,Vengathur,Chengalpattu-M.G.R,10799,14399,2374,4.5,5492,5307,1035,1573,789,784,1006,319,3,151,168,899,68,0.6,36,32,1125,7543,81.8,4238,3305,1282,2937,27.2,2617,320,8178,10,0.1,5,5,1000,7852,72.7,2870,4982,576,531,18.1,440,91,4835,1048,35.7,1008,40,25200,1359,46.3,1170,189,6190,141,4.8,126,15,8400,364,12.4,292,72,4056,25,0.9,21,4,5250,1,0,1,0,0,50,1.7,38,12,3167,867,8,853,14,60929,130,4.4,116,14,8286,354,12.1,333,21,15857,255,8.7,243,12,20250,750,25.5,594,156,3808
502007,Kodivalasa,Chengalpattu-M.G.R,6459,8291,1294,5,3303,3156,1047,975,511,464,1101,1007,15.6,511,496,1030,68,1.1,35,33,1061,3175,57.9,2178,997,2185,2117,32.8,1741,376,4630,1418,22,15,1403,11,2924,45.3,1547,1377,1123,845,39.9,598,247,2421,867,41,795,72,11042,405,19.1,348,57,6105,222,10.5,201,21,9571,580,27.4,356,224,1589,43,2,41,2,20500,0,0,0,0,0,699,33,644,55,11709,128,2,111,17,6529,40,1.9,40,0,0,129,6.1,117,12,9750,38,1.8,38,0,0,238,11.2,193,45,4289
502100,Kanchipuram U.A.,Chengalpattu-M.G.R,171129,42686,25875,6.6,86343,84786,1018,22322,11502,10820,1063,9270,5.4,4626,4644,996,751,0.4,375,376,997,110008,73.9,62238,47770,1303,54418,31.8,46462,7956,5840,740,0.4,51,689,74,115971,67.8,39830,76141,523,4511,8.3,3028,1483,2042,23977,44.1,20804,3173,6557,25946,47.7,22638,3308,6843,1825,3.4,1490,335,4448,2439,4.5,1332,1107,1203,231,0.4,198,33,6000,16,0,8,8,1000,11418,21,9482,1936,4898,10794,6.3,9758,1036,9419,1749,3.2,1556,193,8062,12702,23.3,11920,782,15243,2820,5.2,2758,62,44484,10424,19.2,7960,2464,3231
502001,Padirivedu,Chengalpattu-M.G.R,4402,8804,908,4.8,2245,2157,1041,599,300,299,1003,822,18.7,423,399,1060,211,4.8,108,103,1049,2493,65.6,1509,984,1534,1307,29.7,1166,141,8270,179,4.1,10,169,59,2916,66.2,1069,1847,579,348,26.6,325,23,14130,675,51.6,608,67,9075,284,21.7,233,51,4569,81,6.2,75,6,12500,255,19.5,238,17,14000,12,0.9,12,0,0,0,0,0,0,0,533,40.8,476,57,8351,139,3.2,129,10,12900,3,0.2,3,0,0,118,9,105,13,8077,13,1,12,1,12000,153,11.7,116,37,3135
502012,Nandivaram Guduvancheri,Chengalpattu-M.G.R,19347,24004,3786,5.1,9850,9497,1037,2616,1368,1248,1096,3311,17.1,1672,1639,1020,154,0.8,78,76,1026,13649,81.6,7711,5938,1299,5806,30,4912,894,5494,193,1,13,180,72,13348,69,4925,8423,585,1130,19.5,988,142,6958,2094,36.1,1699,395,4301,2589,44.6,2230,359,6212,304,5.2,281,23,12217,779,13.4,663,116,5716,40,0.7,39,1,39000,7,0.1,5,2,2500,255,4.4,174,81,2148,1548,8,1251,297,4212,284,4.9,269,15,17933,882,15.2,831,51,16294,444,7.6,419,25,16760,1263,21.8,980,283,3463
502009,Ayyampettai,Chengalpattu-M.G.R,5713,72316,1028,5.6,2883,2830,1019,690,335,355,944,384,6.7,196,188,1043,11,0.2,4,7,571,3524,70.2,2124,1400,1517,2354,41.2,1787,567,3152,13,0.2,1,12,83,3346,58.6,1095,2251,486,233,9.9,128,105,1219,1774,75.4,1347,427,3155,347,14.7,312,35,8914,46,2,44,2,22000,181,7.7,78,103,757,6,0.3,6,0,0,0,0,0,0,0,1671,71,1246,425,2932,96,1.7,95,1,95000,7,0.3,6,1,6000,120,5.1,115,5,23000,39,1.7,39,0,0,188,8,158,30,5267
502200,Chennai U.A. Part,Madras,1580589,36077,336133,4.7,819288,761301,1076,209685,106917,102768,1040,0,15.8,127485,0,1044,7790,0.5,3969,3821,1039,1115213,81.3,631510,483703,1306,477638,30.2,412454,65184,6328,3418,0.2,1481,1937,765,1099533,69.6,405353,694180,584,38147,8,30307,7840,3866,196033,41,174409,21624,8066,244174,51.1,208356,35818,5817,8381,1.8,7529,852,8837,23060,4.8,16398,6662,2461,5990,1.3,5762,228,25272,716,0.1,618,98,6306,10649,2.2,7313,3336,2192,151207,9.6,135632,15575,8708,33461,7,30846,2615,11796,78022,16.3,70696,7326,9650,43059,9,40605,2454,16546,123093,25.8,97055,26038,3727
501100,Chennai U.A. Part,Madras,3841396,220770,794322,4.8,1986278,1855118,1071,468508,238782,229726,1039,0,13.8,271549,0,1052,7930,0.2,4087,3843,1063,2752341,81.6,1535351,1216990,1262,1171739,30.5,1015704,156035,6509,1323,0,822,501,1641,2668334,69.5,969752,1698582,571,12309,1.1,12071,238,50718,359700,30.7,326030,33670,9683,800975,68.4,678778,122197,5555,883,0.1,852,31,27484,199,0,176,23,7652,9982,0.9,9868,114,86561,1245,0.1,1175,70,16786,7683,0.7,4646,3037,1530,275916,7.2,250971,24945,10061,74856,6.4,69238,5618,12324,300928,25.7,274519,26409,10395,125853,10.7,119226,6627,17991,374194,31.9,285033,89161,3197
503004,Sholinghur,North Arcot Ambedkar,21412,22539,4297,5,10781,10631,1014,2879,1511,1368,1105,1136,5.3,531,605,878,234,1.1,113,121,934,13308,71.8,7640,5668,1348,6053,28.3,5268,785,6711,542,2.5,38,504,75,14817,69.2,5475,9342,586,1518,25.1,1099,419,2623,1928,31.9,1860,68,27353,2645,43.7,2346,299,7846,610,10.1,526,84,6262,845,14,516,329,1568,25,0.4,20,5,4000,38,0.6,37,1,37000,506,8.4,472,34,13882,1122,5.2,1104,18,61333,262,4.3,247,15,16467,1010,16.7,987,23,42913,437,7.2,434,3,144667,1198,19.8,925,273,3388
503005,Melvisharam,North Arcot Ambedkar,26613,29702,4285,6.2,13052,13561,962,4587,2266,2321,976,2492,9.4,1228,1264,972,0,0,0,0,0,12439,56.5,7608,4831,1575,7199,27.1,6505,694,9373,346,1.3,18,328,55,19068,71.6,6529,12539,521,295,4.1,221,74,2986,5109,71,4602,507,9077,1796,24.9,1683,113,14894,138,1.9,117,21,5571,145,2,95,50,1900,11,0.2,8,3,2667,1,0,1,0,0,1922,26.7,1612,310,5200,2984,11.2,2812,172,16349,202,2.8,177,25,7080,1116,15.5,1104,12,92000,157,2.2,157,0,0,523,7.3,422,101,4178
503001,Arakkonam,North Arcot Ambedkar,71928,79391,12826,5.6,36500,35428,1030,9167,4706,4461,1055,16808,23.4,8378,8430,994,1122,1.6,566,556,1018,53014,84.5,29499,23515,1254,17747,24.7,15958,1789,8920,94,0.1,47,47,1000,54087,75.2,20495,33592,610,803,4.5,719,84,8560,4186,23.6,3988,198,20141,12763,71.9,11256,1507,7469,354,2,345,9,38333,391,2.2,319,72,4431,53,0.3,50,3,16667,5,0,5,0,0,170,1,138,32,4313,2982,4.1,2867,115,24930,1029,5.8,978,51,19176,3922,22.1,3743,179,20911,4228,23.8,4106,122,33656,4613,26,3407,1206,2825
503003,Kaveripakkam,North Arcot Ambedkar,12756,24625,2381,5.4,6334,6422,986,1718,916,802,1142,1209,9.5,609,600,1015,75,0.6,39,36,1083,7290,66,4120,3170,1300,4433,34.8,3348,1085,3086,65,0.5,13,52,250,8258,64.7,2973,5285,563,2614,59,1870,744,2513,802,18.1,616,186,3312,1017,22.9,862,155,5561,1230,27.7,1034,196,5276,1354,30.5,811,543,1494,30,0.7,25,5,5000,0,0,0,0,0,416,9.4,277,139,1993,276,2.2,231,45,5133,110,2.5,108,2,54000,351,7.9,334,17,19647,80,1.8,79,1,79000,586,13.2,449,137,3277
503002,Panapakkam,North Arcot Ambedkar,8826,13578,1568,5.6,4415,4411,1001,1193,594,599,992,1515,17.2,745,770,968,93,1.1,44,49,898,4979,65.2,3029,1950,1553,2902,32.9,2472,430,5749,280,3.2,13,267,49,5644,63.9,1930,3714,520,914,31.5,745,169,4408,1289,44.4,1096,193,5679,706,24.3,635,71,8944,411,14.2,395,16,24688,482,16.6,334,148,2257,14,0.5,12,2,6000,7,0.2,4,3,1333,636,21.9,533,103,5175,620,7,541,79,6848,26,0.9,18,8,2250,358,12.3,347,11,31545,43,1.5,43,0,0,305,10.5,245,60,4083
503007,Pallikondai,North Arcot Ambedkar,18672,18672,3618,5.2,9420,9252,1018,2667,1382,1285,1075,5076,27.2,2456,2620,937,15,0.1,9,6,1500,11516,72,6686,4830,1384,5677,30.4,4603,1074,4286,96,0.5,8,88,91,12899,69.1,4809,8090,594,2583,45.5,2022,561,3604,1227,21.6,979,248,3948,1873,33,1607,266,6041,667,11.7,647,20,32350,1874,33,1335,539,2477,36,0.6,35,1,35000,6,0.1,5,1,5000,401,7.1,291,110,2645,672,3.6,546,126,4333,148,2.6,137,11,12455,826,14.5,800,26,30769,170,3,166,4,41500,877,15.4,641,236,2716
503008,Ambur,North Arcot Ambedkar,75911,42056,12231,6.2,37893,38018,997,12364,6414,5950,1078,13064,17.2,6403,6661,961,298,0.4,144,154,935,43753,68.9,24587,19166,1283,21856,28.8,18497,3359,5507,8,0,2,6,333,54047,71.2,19394,34653,560,2086,9.5,1760,326,5399,10900,49.9,8962,1938,4624,8874,40.6,7779,1095,7104,650,3,625,25,25000,1365,6.2,1075,290,3707,67,0.3,56,11,5091,4,0,4,0,0,695,3.2,555,140,3964,9442,12.4,7695,1747,4405,759,3.5,708,51,13882,4763,21.8,4590,173,26532,941,4.3,928,13,71385,3170,14.5,2261,909,2487
503009,Jolarpettai,North Arcot Ambedkar,23719,18162,4775,5,11967,11752,1018,3109,1638,1471,1114,4388,18.5,2152,2236,962,88,0.4,47,41,1146,14107,68.4,8277,5830,1420,6674,28.1,5560,1114,4991,475,2,17,458,37,16570,69.9,6390,10180,628,1939,29.1,1513,426,3552,1956,29.3,1556,400,3890,2784,41.7,2494,290,8600,709,10.6,537,172,3122,1217,18.2,965,252,3829,8,0.1,8,0,0,5,0.1,3,2,1500,1134,17,797,337,2365,529,2.2,471,58,8121,288,4.3,285,3,95000,527,7.9,498,29,17172,1375,20.6,1349,26,51885,882,13.2,647,235,2753
503010,Tirupattur,North Arcot Ambedkar,55282,118631,9018,6.1,28127,27155,1036,7361,3729,3632,1027,6718,12.2,3289,3429,959,236,0.4,119,117,1017,35459,74,19981,15478,1291,16193,29.3,14106,2087,6759,388,0.7,4,384,10,38701,70,14017,24684,568,496,3.1,446,50,8920,3970,24.5,3451,519,6649,11764,72.6,10240,1524,6719,314,1.9,292,22,13273,69,0.4,50,19,2632,76,0.5,73,3,24333,37,0.2,31,6,5167,1047,6.5,728,319,2282,2456,4.4,2283,173,13197,430,2.7,409,21,19476,6159,38,5881,278,21155,1065,6.6,1037,28,37036,4540,28,3322,1218,2727
503100,Gudiyattam U.A.,North Arcot Ambedkar,90557,92217,15076,6,45431,45126,1007,12181,6182,5999,1031,12947,14.3,6428,6519,986,143,0.2,80,63,1270,53702,68.5,31047,22655,1370,31294,34.6,24120,7174,3362,997,1.1,86,911,94,58266,64.3,21225,37041,573,3021,9.7,2189,832,2631,16520,52.8,11838,4682,2528,11766,37.6,10104,1662,6079,854,2.7,716,138,5188,2092,6.7,1406,686,2050,62,0.2,56,6,9333,13,0,11,2,5500,9070,29,5735,3335,1720,6815,7.5,5519,1296,4258,622,2,573,49,11694,5938,19,5589,349,16014,1409,4.5,1392,17,81882,4419,14.1,3123,1296,2410
503300,Vellore U.A.,North Arcot Ambedkar,310776,50336,54528,5.7,156767,154009,1018,40756,20734,20022,1036,37621,12.1,18761,18860,995,941,0.3,478,463,1032,206008,76.3,114445,91563,1250,94884,30.5,79407,15477,5131,2306,0.7,271,2035,133,213586,68.7,77089,136497,565,4133,4.4,3096,1037,2986,33209,35,26726,6483,4122,57812,60.9,49790,8022,6207,1423,1.5,1192,231,5160,1886,2,1197,689,1737,554,0.6,502,52,9654,270,0.3,205,65,3154,11264,11.9,7198,4066,1770,17564,5.7,15575,1989,7831,4111,4.3,3748,363,10325,24899,26.2,23770,1129,21054,9021,9.5,8824,197,44792,23892,25.2,17196,6696,2568
503400,Arcot U.A.,North Arcot Ambedkar,114760,61468,20719,5.5,57189,57571,993,16069,8064,8005,1007,19468,17,9596,9872,972,232,0.2,108,124,871,74842,75.8,41799,33043,1265,34629,30.2,28281,6348,4455,289,0.3,68,221,308,79842,69.6,28840,51002,565,1792,5.2,1279,513,2493,16708,48.2,13028,3680,3540,16149,46.6,13989,2160,6476,784,2.3,656,128,5125,815,2.4,460,355,1296,173,0.5,148,25,5920,20,0.1,15,5,3000,4140,12,2780,1360,2044,11184,9.7,9130,2054,4445,1364,3.9,1103,261,4226,6607,19.1,6222,385,16161,2683,7.7,2648,35,75657,6859,19.8,5119,1740,2942
503200,Vaniyambadi U.A.,North Arcot Ambedkar,92307,44657,15184,6.1,45833,46474,986,14958,7501,7457,1006,15642,16.9,7823,7819,1001,56,0.1,33,23,1435,52055,67.3,29312,22743,1289,26845,29.1,23382,3463,6752,826,0.9,42,784,54,64636,70,22409,42227,531,2533,9.4,1867,666,2803,11673,43.5,10239,1434,7140,12667,47.2,11303,1364,8287,1010,3.8,883,127,6953,1420,5.3,889,531,1674,75,0.3,68,7,9714,28,0.1,27,1,27000,1403,5.2,975,428,2278,9276,10,8325,951,8754,966,3.6,912,54,16889,7026,26.2,6767,259,26127,1227,4.6,1215,12,101250,4414,16.4,3321,1093,3038
