"CODE,N,5,0","NAME,C,16","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,7,0","T%_SC,N,7,2","M_SC,N,12,0","F_SC,N,12,0","SR_SC,N,12,0","T_ST,N,12,0","T%_ST,N,7,2","M_ST,N,12,0","F_ST,N,12,0","SR_ST,N,12,0","T_LITTERAT,N,12,0","T%_LITTERA,N,12,2","M_LITTERAT,N,12,0","F_LITTERAT,N,12,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,2","M_WORKERS,N,12,0","F_WORKERS,N,12,0","SR_WORKERS,N,12,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,2","M_MARGINAL,N,12,0","F_MARGINAL,N,12,0","SR_MARGINA,N,12,0","T_NONWORK,N,12,0","T%_NONWORK,N,14,2","M_NONWORK,N,12,0","F_NONWORK,N,12,0","SR_NONWORK,N,12,0","T_PRIMARY,N,12,0","T%_PRIMARY,N,13,2","M_PRIMARY,N,12,0","F_PRIMARY,N,12,0","SR_PRIMARY,N,12,0","T_SECUND,N,12,0","T%_SECUND,N,12,2","M_SECUND,N,12,0","F_SECUND,N,12,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,2","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,12,0","T%_CULTIVA,N,12,2","M_CULTIVAT,N,12,0","F_CULTIVAT,N,12,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,2","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,2","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,12,0","T%_MINING,N,11,2","M_MINING,N,12,0","F_MINING,N,12,0","SR_MINING,N,12,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,2","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,2","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,12,0","T%_CONSTRU,N,13,2","M_CONSTRUC,N,12,0","F_CONSTRUC,N,12,0","SR_CONSTRU,N,12,0","T_TRADE,N,12,0","T%_TRADE,N,11,2","M_TRADE,N,12,0","F_TRADE,N,12,0","SR_TRADE,N,12,0","T_TRANSPOR,N,12,0","T%_TRANSPO,N,13,2","M_TRANSPOR,N,12,0","F_TRANSPOR,N,12,0","SR_TRANSPO,N,12,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,2","M_SERVICES,N,12,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0","LU_FOREST,N,11,2","LU%_FOREST,N,13,2","LU_IRRIGAT,N,11,2","LU%_IRRIGA,N,12,2","LU_UNIRRIG,N,11,2","LU%_UNIRRI,N,12,2","LU_CULT_WA,N,13,2","LU%_CULT_W,N,13,2","LU_NON_CUL,N,13,2","LU%_NON_C,N,12,2","IR_WELL,N,9,2","IR_TUBEWEL,N,12,2","IR_TANK,N,8,2","IR_LAKE,N,8,2","IR_RIVER,N,9,2","IR_GVT_CAN,N,12,2","IR_PRIV_CA,N,11,2","IR_OTHER,N,10,2"
1609,Tirumangalam,Madurai,224164,277,54444,4.1,112683,111481,1011,32380,16802,15578,1079,43566,9.82,22002,21564,1020,177,0.04,98,79,1241,111205,57.98,70633,40572,1741,120591,29.37,65848,54743,1203,5612,0.14,318,5294,60,97961,20.75,46517,51444,904,102768,84.9,52267,50501,1035,6186,5.45,4406,1780,2475,11637,9.65,9175,2462,3727,34865,19.43,23075,11790,1957,66710,55.32,28249,38461,734,805,0.01,673,132,5098,388,0.32,270,118,2288,679,0.56,457,222,2059,4795,3.98,3271,1524,2146,712,0.59,678,34,19941,3385,2.81,2975,410,7256,1167,0.97,1147,20,57350,7085,5.88,5053,2032,2487,185.47,0.23,14246.85,24.04,45050.09,75.96,8724.19,10.79,12631.07,15.64,6347.16,378.94,7387.49,0,28.75,77.14,0,36.24
1604,Usilampatti,Madurai,251489,242,60018,4.2,129635,121854,1064,33906,18635,15271,1220,49068,10.02,25202,23866,1056,358,0.07,174,184,946,104313,47.94,69192,35121,1970,132701,30.58,76916,55785,1379,7357,0.08,192,7165,27,111431,20.89,52527,58904,892,121073,91.17,67858,53215,1275,2654,2.06,2038,616,3308,8974,6.76,7020,1954,3593,49605,15.31,33222,16383,2028,71033,53.53,34302,36731,934,350,0,272,78,3487,85,0.06,62,23,2696,234,0.18,173,61,2836,1977,1.49,1437,540,2661,443,0.33,428,15,28533,2504,1.89,2208,296,7459,688,0.52,678,10,67800,5782,4.36,4134,1648,2508,24859.22,30.24,27715.14,56.02,21753.81,43.98,7826.47,7.55,14940.64,14.4,21027.45,326.05,4801.94,0,0,1559.2,0,0
1601,Uttamapalaiyam,Madurai,315424,238,74823,4.2,159679,155745,1025,41529,22108,19421,1138,59551,9.53,30045,29506,1018,1111,0.18,565,546,1035,155515,56.78,96548,58967,1637,168067,29.9,94307,73760,1279,5861,0.1,309,5552,56,141496,20.63,65063,76433,851,146319,86.99,76841,69478,1106,4360,2.67,3715,645,5760,17388,10.35,13751,3637,3781,24602,16.47,17384,7218,2408,116212,69.15,56170,60042,936,5383,0.03,3187,2196,1451,122,0.07,100,22,4545,390,0.23,290,100,2900,2967,1.77,2445,522,4684,1003,0.6,980,23,42609,6784,4.04,5922,862,6870,1056,0.63,1044,12,87000,9548,5.68,6785,2763,2456,36796.62,34.68,19482.57,34.19,37450.87,65.81,7564.61,5.71,21904.98,16.61,12732.26,304.19,1141.17,0,0,5304.93,0,0
1603,Andipatti,Madurai,164239,141,37074,4.4,84531,79708,1061,25656,13637,12019,1135,39541,12.36,20294,19247,1054,153,0.05,78,75,1040,67420,48.65,44051,23369,1885,85482,29.95,49196,36286,1356,5471,0.08,134,5337,25,73286,21.43,35201,38085,924,76200,88.89,41941,34259,1224,2955,3.71,2248,707,3180,6327,7.4,5007,1320,3793,21958,37.38,14260,7698,1852,52606,61.54,26653,25953,1027,1417,0.02,896,521,1720,219,0.26,132,87,1517,992,1.16,586,406,1443,1574,1.84,1296,278,4662,389,0.46,366,23,15913,1948,2.28,1724,224,7696,452,0.53,445,7,63571,3927,4.59,2838,1089,2606,61819.62,56.5,2650.47,7.66,31945.41,92.34,6213.8,5.35,9745.99,8.39,2650.55,0,0,0,0,0,0,0
1602,Periyakulam,Madurai,224085,364,51298,4.4,114037,110048,1036,31480,16717,14763,1132,60321,13.74,30782,29539,1042,457,0.11,250,207,1208,112000,58.15,69462,42538,1633,102042,28.85,64639,37403,1728,2078,0.1,216,1862,116,119965,21.95,49182,70783,695,83317,81.55,48950,34367,1424,4939,4.94,4230,709,5966,13786,13.51,11459,2327,4924,16811,25.69,12964,3847,3370,65638,64.32,35250,30388,1160,768,0.01,642,126,5095,100,0.1,94,6,15667,918,0.9,614,304,2020,3154,3.09,2788,366,7617,867,0.85,828,39,21231,4885,4.79,4412,473,9328,1765,1.73,1750,15,116667,7136,6.99,5297,1839,2880,2345.01,8.65,13728.82,42.59,18504.91,57.41,9694.99,15.76,14067.15,19.46,7769.22,25.34,2865.3,0,23.48,3045.49,0,0
903,Kotagiri,Nilgiri,61996,278,14879,4.2,30912,31084,994,6850,3507,3343,1049,13496,10.78,6683,6813,981,4745,3.88,2407,2338,1030,34956,63.39,21443,13513,1587,30925,27.88,17282,13643,1267,72,0.01,9,63,143,30999,21.97,13621,17378,784,26730,86.33,13807,12923,1068,1176,3.91,971,205,4737,3019,9.76,2504,515,4862,706,0.31,453,253,1791,1286,4.16,657,629,1045,24706,0.8,12669,12037,1053,32,0.1,28,4,7000,26,0.08,22,4,5500,729,2.36,621,108,5750,421,1.36,328,93,3527,710,2.3,634,76,8342,406,1.31,405,1,405000,1903,6.15,1465,438,3345,6822,30.61,109,1.05,10452,98.95,1886,8.46,3019,13.53,98,0,2,0,0,11,0,0
904,Coonoor,Nilgiri,87454,398,19944,4.4,43943,43511,1010,9409,4723,4686,1008,34827,19.81,17322,17505,990,1974,1.16,1013,961,1054,57147,73.22,33236,23911,1390,36323,24.03,21017,15306,1373,1117,0.49,426,691,616,50014,25.73,22500,27514,818,26262,72.19,13048,13214,987,3483,9.7,2705,778,3477,6578,18.11,5264,1314,4006,113,22.52,79,34,2324,324,0.89,154,170,906,25783,0.71,12788,12995,984,42,0.12,27,15,1800,23,0.06,17,6,2833,3058,8.42,2341,717,3265,402,1.11,347,55,6309,1178,3.24,1067,111,9613,918,2.53,901,17,53000,4482,12.34,3296,1186,2779,5028,22.91,1528,11.58,11666,88.42,372,1.69,3355,15.29,0,0,0,0,0,1528,0,0
902,Udhagamandalam,Nilgiri,138282,149,31947,4.3,69282,69000,1004,15424,7863,7561,1040,34466,12.52,17315,17151,1010,3609,1.3,1803,1806,998,77092,62.75,46320,30772,1505,57044,25.86,35764,21280,1681,3064,0.24,329,2735,120,78174,24,33189,44985,738,46330,81.1,26553,19777,1343,3244,5.8,2644,600,4407,7470,13.1,6567,903,7272,147,2.28,57,90,633,633,1.11,297,336,884,45484,0.8,26148,19336,1352,66,0.12,51,15,3400,122,0.21,85,37,2297,2286,4.01,1898,388,4892,836,1.47,661,175,3777,1516,2.66,1373,143,9601,914,1.6,903,11,82091,5040,8.84,4291,749,5729,60919.02,65.75,528.5,7.83,6222.79,92.17,14821.8,16,10161.14,10.97,0,0,528.5,0,0,0,0,0
901,Gudalur,Nilgiri,69052,168,14293,4.8,34773,34279,1014,9483,4752,4731,1004,18016,13.22,9128,8888,1027,7245,5.32,3677,3568,1031,42341,71.08,23473,18868,1244,28507,26.67,18413,10094,1824,929,0.23,160,769,208,39616,23.46,16200,23416,692,25381,89.02,15772,9609,1641,658,2.32,571,87,6563,2468,8.66,2070,398,5201,4529,0.26,3859,670,5760,12331,43.26,7385,4946,1493,8517,0.3,4524,3993,1133,4,0.01,4,0,0,62,0.22,50,12,4167,536,1.88,464,72,6444,60,0.21,57,3,19000,705,2.47,673,32,21031,176,0.62,170,6,28333,1587,5.57,1227,360,3408,24619.9,59.86,0,0,10930.43,100,4989.94,12.13,589.18,1.43,0,0,0,0,0,0,0,0
1501,Tiruppattur,Pasumpon Muthuramalinga Theva,191743,224,44844,4.3,92361,99382,929,24505,12391,12114,1023,29625,7.51,14391,15234,945,96,0.03,50,46,1087,91994,55.01,56241,35753,1573,79741,26.85,51475,28266,1821,18359,0.46,875,17484,50,93643,20.87,40011,53632,746,68175,85.4,42618,25557,1668,3494,4.47,2740,754,3634,8072,10.12,6117,1955,3129,35409,49.96,25457,9952,2558,32317,40.53,16843,15474,1088,375,0,287,88,3261,74,0.09,31,43,721,476,0.6,283,193,1466,2429,3.05,1912,517,3698,589,0.74,545,44,12386,2601,3.26,2339,262,8927,622,0.78,605,17,35588,4849,6.08,3173,1676,1893,3510.07,4.1,22695.07,41.5,31989.85,58.5,3198.26,3.73,24259.26,28.32,1758.6,5,20028.71,0,642.28,260.48,0,0
1502,Karaikkudi,Pasumpon Muthuramalinga Theva,99857,190,23102,4.3,48663,51194,951,12112,6168,5944,1038,15991,7.59,7581,8410,901,135,0.07,68,67,1015,49864,56.83,30014,19850,1512,42740,26.92,26879,15861,1695,4396,0.27,268,4128,65,52721,21.55,21516,31205,690,35303,82.59,20701,14602,1418,2946,6.91,2602,344,7564,4491,10.51,3576,915,3908,21351,68.81,13790,7561,1824,13714,32.09,6750,6964,969,232,0.01,156,76,2053,6,0.01,5,1,5000,250,0.58,184,66,2788,2075,4.85,1871,204,9172,621,1.45,547,74,7392,1254,2.93,1135,119,9538,520,1.22,506,14,36143,2717,6.36,1935,782,2474,9082.8,17.91,9965,48.26,10681.68,51.74,5280.67,10.04,17281.86,32.84,0,0,9964,0,0,0,0,0
1504,Sivaganga,Pasumpon Muthuramalinga Theva,203684,184,46335,4.4,99547,104137,956,28319,14448,13871,1042,33660,8.15,16601,17059,973,88,0.02,36,52,692,101007,57.6,62800,38207,1644,90702,27.25,55504,35198,1577,16054,0.43,886,15168,58,96928,21.19,43157,53771,803,77971,85.91,45446,32525,1397,3866,4.32,3510,356,9860,8865,9.77,6548,2317,2826,45743,46.81,30710,15033,2043,31707,34.96,14343,17364,826,470,0.01,344,126,2730,51,0.06,49,2,24500,595,0.66,395,200,1975,2701,2.98,2612,89,29348,570,0.63,503,67,7507,3049,3.36,2460,589,4177,791,0.87,767,24,31958,5025,5.54,3321,1704,1949,5423.8,4.9,26843.54,38.93,42374.27,61.07,5553.47,5.03,29376.03,26.93,8157.74,0,18997.43,0,0,0,0,0
1505,Manamadurai,Pasumpon Muthuramalinga Theva,138391,222,30717,4.5,69358,69033,1005,20191,10340,9851,1050,32856,11.98,16581,16275,1019,0,0,0,0,0,64972,54.97,42516,22456,1893,58010,28.71,39735,18275,2174,16843,0.12,172,16671,10,63538,21.28,29451,34087,864,48596,83.76,32465,16131,2013,4500,7.77,3533,967,3654,4914,8.47,3737,1177,3175,27153,69.22,21235,5918,3588,20936,36.09,10876,10060,1081,501,0.01,348,153,2275,6,0.01,6,0,0,580,1,287,293,980,3465,5.97,2814,651,4323,455,0.78,432,23,18783,1636,2.82,1395,241,5788,583,1,565,18,31389,2695,4.65,1777,918,1936,964,1.54,22886,56.92,17322.86,43.08,1767.57,2.83,19452.2,31.18,0,0,22886,0,0,0,0,0
1503,Devakottai,Pasumpon Muthuramalinga Theva,75090,168,16749,4.5,36320,38770,937,9474,4754,4720,1007,20531,13.17,9892,10639,930,22,0.02,13,9,1444,39270,59.85,23560,15710,1500,33618,27.73,20821,12797,1627,4916,0.44,334,4582,73,36556,20.2,15165,21391,709,30762,91.46,18491,12271,1507,1032,3.11,906,126,7190,1824,5.43,1424,400,3560,23133,50.43,14965,8168,1832,7573,22.53,3481,4092,851,41,0,30,11,2727,15,0.04,15,0,0,81,0.24,76,5,15200,815,2.42,706,109,6477,136,0.4,124,12,10333,435,1.29,413,22,18773,195,0.58,194,1,194000,1194,3.55,817,377,2167,2423.38,5.43,9838.78,38.49,15724.05,61.51,864.66,1.95,15810.93,35.4,99.72,0,9739.06,0,0,0,0,0
1506,Ilaiyankudi,Pasumpon Muthuramalinga Theva,80701,209,18209,4.4,39576,41125,962,10247,5272,4975,1060,17226,10.58,8539,8687,983,0,0,0,0,0,39797,56.49,24964,14833,1683,35235,27.84,22468,12767,1760,8344,0.41,328,8016,41,37122,20.79,16780,20342,825,32425,92.02,20308,12117,1676,693,1.97,546,147,3714,2117,6.01,1614,503,3209,24388,14.64,16802,7586,2215,7961,22.59,3437,4524,760,75,0,68,7,9714,1,0,1,0,0,343,0.97,242,101,2396,276,0.78,232,44,5273,74,0.21,72,2,36000,492,1.4,462,30,15400,136,0.39,130,6,21667,1489,4.23,1022,467,2188,0,0,9387,32.41,19575.34,67.59,36.2,0.09,9440.87,24.51,0,0,9387,0,0,0,0,0
805,Erode,Periyar,316990,465,85671,3.7,162030,154960,1046,31500,16399,15101,1086,58001,9.3,29483,28518,1034,89,0.02,54,35,1543,157574,55.19,98872,58702,1684,170344,33.79,107122,63222,1694,8457,0.06,191,8266,23,138189,17.26,54717,83472,656,121963,71.41,67835,54128,1253,25678,15.26,20459,5219,3920,22703,13.33,18828,3875,4859,47285,29.35,31178,16107,1936,73438,43.11,35670,37768,944,921,0.01,769,152,5059,319,0.19,218,101,2158,3992,2.34,2542,1450,1753,17397,10.21,14544,2853,5098,4289,2.52,3373,916,3682,8959,5.26,7865,1094,7189,3771,2.21,3699,72,51375,9973,5.85,7264,2709,2681,438.01,0.64,39131.03,74.71,13325.75,25.29,5687.72,8.27,8931,13.35,1312.58,0,271.37,0,0,37985.24,0,0
803,Gopichettipalaiy,Periyar,286676,436,77915,3.7,145936,140740,1037,29240,15274,13966,1094,53091,9.43,27039,26052,1038,1201,0.21,616,585,1053,116660,45.32,74479,42181,1766,151417,33.82,96959,54458,1780,10746,0.14,398,10348,38,124513,16.95,48579,75934,640,119902,79.13,71793,48109,1492,16327,10.84,12798,3529,3627,15188,10.03,12368,2820,4386,34412,27.45,26178,8234,3179,84620,55.89,44963,39657,1134,788,0.01,585,203,2882,82,0.05,67,15,4467,7587,5.01,5246,2341,2241,6539,4.32,5591,948,5898,2201,1.45,1961,240,8171,5482,3.62,4678,804,5818,1859,1.23,1835,24,76458,7847,5.18,5855,1992,2939,0,0,28514.57,57.43,21525.66,42.57,4742.35,7.21,6947.63,10.76,12510.09,0,144.22,0,389.72,16133.72,0,0
804,Perundurai,Periyar,237547,310,64139,3.7,121078,116469,1040,23799,12209,11590,1053,45523,9.86,23414,22109,1059,150,0.03,79,71,1113,104875,49.06,67466,37409,1803,122618,34.73,82507,40111,2057,10714,0.15,367,10347,35,104215,16.08,38204,66011,579,77513,63.11,47613,29900,1592,30762,25.19,22981,7781,2953,14343,11.7,11913,2430,4902,33659,27.76,23851,9808,2432,42963,35.04,23097,19866,1163,768,0.01,566,202,2802,123,0.1,99,24,4125,9477,7.73,6364,3113,2044,18643,15.2,14425,4218,3420,2642,2.15,2192,450,4871,5230,4.27,4646,584,7955,2546,2.08,2494,52,47962,6567,5.36,4773,1794,2661,505.24,1.36,14875.21,27.71,38806.76,72.29,12841.64,16.73,9185.79,11.96,9308.06,115.69,60,0,0,4492.37,0,899.18
802,Bhavani,Periyar,317140,214,82531,3.8,163396,153744,1063,34091,18128,15963,1136,54414,8.88,28157,26257,1072,6559,1.07,3395,3164,1073,119775,42.32,78137,41638,1877,165927,33.55,106394,59533,1787,9940,0.09,282,9658,29,141273,17.88,56720,84553,671,132719,79.81,80052,52667,1520,19500,11.93,15109,4391,3441,13708,8.26,11233,2475,4539,42768,22.73,31283,11485,2724,88903,53.58,47961,40942,1171,752,0,582,170,3424,296,0.18,226,70,3229,8329,5.02,5561,2768,2009,9144,5.51,7782,1362,5714,2027,1.22,1766,261,6766,4584,2.76,3901,683,5712,1862,1.12,1827,35,52200,7262,4.38,5505,1757,3133,50517.01,53.02,26897.88,51.54,25278.14,48.46,7978.26,5.4,9382.89,6.33,13443.61,4.6,488.33,1574.06,2150.3,8191.69,0,1045.05
801,Satyamangalam,Periyar,214229,100,52827,4.1,109580,104649,1047,26680,13579,13101,1036,43434,10.37,22212,21222,1047,9916,2.33,4982,4934,1010,76171,40.61,49699,26472,1877,103728,33.38,71519,32209,2220,5955,0.08,173,5782,30,104546,17.69,37888,66658,568,84446,81.15,56443,28003,2016,10016,9.92,7819,2197,3559,9266,8.93,7257,2009,3612,34202,25.78,27636,6566,4209,49132,47.37,27972,21160,1322,837,0.01,631,206,3063,275,0.27,204,71,2873,4192,4.04,3169,1023,3098,4250,4.1,3323,927,3585,1574,1.52,1327,247,5372,3284,3.17,2739,545,5026,1311,1.26,1207,104,11606,4671,4.5,3311,1360,2435,2016.91,65.71,11467.31,23.01,37753.92,76.99,8459.84,3.95,15967.19,7.17,7584.76,0,134.67,0,0,3729.47,0,0
807,Dharapuram,Periyar,216665,160,60043,3.6,109357,107308,1019,19749,10169,9580,1061,53288,12.5,27089,26199,1034,31,0.01,19,12,1583,96548,49.03,62914,33634,1871,127443,34.69,75153,52290,1437,6128,0.09,196,5932,33,83094,15.7,34008,49086,693,104470,81.87,58001,46469,1248,11572,9.18,8056,3516,2291,11401,8.95,9096,2305,3946,46223,15.89,30552,15671,1950,57442,45.07,26889,30553,880,678,0.01,469,209,2244,127,0.1,91,36,2528,2809,2.2,1870,939,1991,7430,5.83,5024,2406,2088,1333,1.05,1162,171,6795,3895,3.06,3359,536,6267,1602,1.26,1464,138,10609,5904,4.63,4273,1631,2620,780.95,0.58,29433.52,43.21,38978.76,56.79,44497.4,32.56,22127.63,16.34,15053.8,0,23,0,1793.48,12563.24,0,0
806,Kangayam,Periyar,157746,181,43423,3.6,80140,77606,1033,13946,7171,6775,1058,32669,10.55,16650,16019,1039,91,0.03,42,49,857,74184,51.59,47589,26595,1789,91279,35.78,56443,34836,1620,3960,0.09,136,3824,36,62507,14.94,23561,38946,605,58230,63.61,33203,25027,1327,22360,24.68,14485,7875,1839,10689,11.71,8755,1934,4527,26791,36.27,17557,9234,1901,30706,33.64,15192,15514,979,564,0.01,349,215,1623,169,0.19,105,64,1641,3624,3.97,2098,1526,1375,17331,18.99,11202,6129,1828,1405,1.54,1185,220,5386,3935,4.31,3513,422,8325,2249,2.46,2031,218,9317,4505,4.94,3211,1294,2481,426.33,0.48,21881.47,33.83,42801.58,66.17,15024.39,17.29,6787.67,7.81,9412.38,0,47.91,0,439.59,11981.59,0,0
1407,Avadaiyarkovil,Pudukkottai,140617,217,29265,4.8,69996,70621,991,20386,10324,10062,1026,22625,8.09,11372,11253,1011,187,0.06,89,98,908,71830,59.74,43623,28207,1547,52417,27.49,38657,13760,2809,7921,0.2,283,7638,37,80279,22.09,31056,49223,631,42751,81.55,30192,12559,2404,1755,3.35,1532,223,6870,7911,15.09,6933,978,7089,29608,44.41,22585,7023,3216,10093,19.26,4620,5473,844,3047,0.06,2984,63,47365,3,0.01,3,0,0,316,0.6,184,132,1394,1055,2.01,976,79,12354,384,0.73,372,12,31000,4919,9.38,4720,199,23719,229,0.44,227,2,113500,2763,5.27,1986,777,2556,454.39,0.7,22943.77,81.51,5207.16,18.49,4633.5,7.13,31525.08,48.73,0,0,19766.21,0,0,3182.77,0,0
1405,Tirumayam,Pudukkottai,209171,236,45471,4.6,102105,107066,954,28097,14284,13813,1034,36832,8.72,18247,18585,982,17,0,9,8,1125,97421,53.8,61925,35496,1745,82243,26.18,54753,27490,1992,14013,0.7,1473,12540,117,112915,21.93,45879,67036,684,67518,81.15,42528,24990,1702,4478,6.39,3877,601,6451,10247,12.46,8348,1899,4396,44129,55.09,31008,13121,2363,22186,26.98,10751,11435,940,424,0.01,286,138,2072,779,0.95,483,296,1632,956,1.16,657,299,2197,2676,3.25,2419,257,9412,846,1.03,801,45,17800,3738,4.55,3479,259,13432,830,1.01,814,16,50875,5679,6.91,4055,1624,2497,4012.43,4.39,19169.02,42.34,26065.81,57.66,7589.13,8.43,27254.63,30.84,0,0,19202.07,0,0,0,0,0
1406,Arantangi,Pudukkottai,143551,300,29941,4.8,71419,72132,990,18324,9292,9032,1029,17105,5.94,8527,8578,994,19,0.01,12,7,1714,73655,58.82,45721,27934,1637,60321,28.78,41307,19014,2172,10891,0.2,283,10608,27,72339,20.78,29829,42510,702,53319,88.39,35411,17908,1977,1913,3.18,1679,234,7175,5089,8.44,4217,872,4836,33232,56.49,25503,7729,3300,19921,33.02,9778,10143,964,162,0,127,35,3629,4,0.01,3,1,3000,414,0.69,286,128,2234,1269,2.1,1170,99,11818,230,0.38,223,7,31857,1974,3.27,1846,128,14422,305,0.51,299,6,49833,2810,4.66,2072,738,2808,834.96,1.75,14750.01,50.57,14420.24,49.43,291.95,0.61,17423.36,36.61,0,0,7402.05,0,0,7348.71,0,0
1401,Kulattur,Pudukkottai,280272,212,56331,5,140905,139367,1011,42474,21571,20903,1032,51613,9.28,26021,25592,1017,105,0.02,54,51,1059,110957,46.66,73379,37578,1953,121025,28.76,80614,40411,1995,14814,0.39,1094,13720,80,144433,21.12,59197,85236,695,96064,78.36,60492,35572,1701,14860,13.29,12069,2791,4324,10101,8.35,8053,2048,3932,61265,53.49,45278,15987,2832,33257,27.48,13983,19274,725,316,0,254,62,4097,1226,1.01,977,249,3924,3391,2.8,2426,965,2514,10468,8.65,8746,1722,5079,1001,0.83,897,104,8625,4012,3.32,3753,259,14490,809,0.67,788,21,37524,5280,4.36,3512,1768,1986,2596.19,2.43,25866.13,40.01,38782.01,59.99,26652.11,20.2,37414.42,28.36,843.8,0,24888.96,0,0,0,0,133.38
1404,Alangudi,Pudukkottai,224826,354,44189,5.1,112632,112194,1004,29612,14873,14739,1009,43572,9.76,21935,21637,1014,26,0.01,17,9,1889,114071,58.43,71750,42321,1695,89382,27.59,62032,27350,2268,12923,0.33,734,12189,60,122521,22.18,49866,72655,686,76254,85.3,51105,25149,2032,3105,3.49,2739,366,7484,10023,11.21,8188,1835,4462,48660,53.66,36964,11696,3160,27402,30.66,13976,13426,1041,180,0,153,27,5667,12,0.01,12,0,0,691,0.77,519,172,3017,1822,2.04,1660,162,10247,592,0.66,560,32,17500,4122,4.61,3846,276,13935,602,0.67,585,17,34412,5299,5.93,3757,1542,2436,293.93,0.46,18262.9,43.16,24052.72,56.84,8194.6,12.92,12246.83,19.92,6665.34,0,10400.9,0,0,1196.69,0,0
1402,Gandarvakottai,Pudukkottai,71700,216,14681,4.9,35767,35933,995,10106,5137,4969,1034,19049,13.2,9462,9587,987,36,0.03,22,14,1571,28513,46.29,18719,9794,1911,30383,28.44,20392,9991,2041,4738,0.5,356,4382,81,36579,20.95,15019,21560,697,27116,89.24,17770,9346,1901,777,2.57,614,163,3767,2490,8.2,2008,482,4166,16252,54.69,11874,4378,2712,10809,35.58,5854,4955,1181,52,0,39,13,3000,3,0.01,3,0,0,129,0.42,107,22,4864,569,1.87,430,139,3094,79,0.26,77,2,38500,946,3.11,879,67,13119,107,0.35,104,3,34667,1437,4.73,1025,412,2488,855.38,2.57,8274.9,37.39,13858.18,62.61,4318.72,13,5914.64,17.8,3550.07,185.38,4338.51,0,44.66,156.58,0,0
1403,Pudukkottai,Pudukkottai,66508,229,12749,5.2,33262,33246,1000,9656,4806,4850,991,15615,11.7,7779,7836,993,26,0.02,13,13,1000,29663,52.18,19341,10322,1874,26478,27.64,18383,8095,2271,4188,0.43,284,3904,73,35842,21.94,14595,21247,687,21632,81.68,14255,7377,1932,2044,7.74,1793,251,7143,2802,10.58,2335,467,5000,14480,54.44,10537,3943,2672,6902,26.07,3522,3380,1042,245,0.01,191,54,3537,5,0.02,5,0,0,229,0.86,198,31,6387,1431,5.4,1253,178,7039,384,1.45,342,42,8143,1092,4.12,1024,68,15059,286,1.08,285,1,285000,1424,5.38,1026,398,2578,1353.14,14.34,6682.69,46.52,7719.66,53.48,3421.05,11.81,6954.34,24.03,2256.7,0,4464.35,0,0,0,0,0
1805,Ramanathapuram,Ramanathapuram,215315,286,45722,4.7,106517,108798,979,33777,17222,16555,1040,41571,9.74,20961,20610,1017,271,0.07,159,112,1420,112133,61.77,65559,46574,1408,74752,26.11,56213,18539,3032,16248,0.39,846,15402,55,124315,22.97,49458,74857,661,55992,74.88,41292,14700,2809,5059,6.79,2972,2087,1424,13701,18.33,11949,1752,6820,32174,2.24,25300,6874,3681,19497,26.08,11740,7757,1513,4302,0.06,4233,69,61348,19,0.03,19,0,0,2212,2.96,454,1758,258,1941,2.6,1679,262,6408,906,1.21,839,67,12522,6168,8.25,5795,373,15536,1193,1.6,1173,20,58650,6340,8.48,4981,1359,3665,61.35,0.08,8997.36,17.99,41064.7,82.01,7044.14,9.35,18103.34,24.08,353.63,0,8660.42,0,0,0,0,0
